label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
Teh_Marbuta,0.6306530237197876,0.6621373295783997,1.3464691619446969e-06,0.7586468458175659,0.6189334392547607,-0.0743592455983161,0.780236005783081,0.5382276773452759,-0.1078439652919769,0.6856458187103271,0.5159648656845093,-0.1468496918678283,0.557103157043457,0.5283880233764648,-0.178873136639595,0.629711389541626,0.4360274076461792,-0.0277685057371854,0.6020656228065491,0.3600269556045532,-0.1234448105096817,0.5915920734405518,0.3238376975059509,-0.1840816736221313,0.5757611989974976,0.3194772005081177,-0.2141994684934616,0.4972383081912994,0.4513214528560638,-0.047146026045084,0.4304586946964264,0.3709158897399902,-0.1633428633213043,0.404191255569458,0.3283189535140991,-0.2289790958166122,0.3772163987159729,0.315268725156784,-0.2530823051929474,0.407277762889862,0.4895219802856445,-0.0827677324414253,0.3497411608695984,0.4496751129627228,-0.2240446060895919,0.4591729640960693,0.5011040568351746,-0.2559239268302917,0.5403968691825867,0.5402124524116516,-0.2381834387779235,0.349502682685852,0.5420384407043457,-0.1243547052145004,0.3983088135719299,0.5418197512626648,-0.2470961511135101,0.5097781419754028,0.5742436647415161,-0.277798980474472,0.5910419821739197,0.5944533944129944,-0.2719312012195587
Noon,0.6845735311508179,0.6951491832733154,2.6164323685407e-07,0.7187206745147705,0.6033014059066772,-0.0580544807016849,0.6883864998817444,0.5008164048194885,-0.1276098042726516,0.6849532723426819,0.4185260832309723,-0.204759269952774,0.6826992034912109,0.3474339544773102,-0.2731657326221466,0.366986870765686,0.4755460619926452,-0.0807020962238311,0.2417115271091461,0.410800576210022,-0.1806961596012115,0.2630645632743835,0.3602305948734283,-0.2238812446594238,0.3150404691696167,0.3360196650028229,-0.2420783787965774,0.281328022480011,0.5166634917259216,-0.1072583273053169,0.3800379335880279,0.444836288690567,-0.2323545962572097,0.5356865525245667,0.509311854839325,-0.2288893014192581,0.557478666305542,0.550139844417572,-0.1950319409370422,0.2404724955558776,0.564700186252594,-0.1466790288686752,0.4018630087375641,0.5121104717254639,-0.2845506966114044,0.5349076986312866,0.5666143894195557,-0.2406448274850845,0.5200091600418091,0.5979781746864319,-0.1781593263149261,0.2281859368085861,0.6184285283088684,-0.1901083141565323,0.3649214506149292,0.5766044855117798,-0.2793276607990265,0.4718755483627319,0.6035953760147095,-0.246421068906784,0.4485667049884796,0.625778079032898,-0.2016131579875946
Theh,0.4758344292640686,0.7947095632553101,1.3276047639010358e-06,0.6375652551651001,0.7393733263015747,-0.1778104752302169,0.7101983428001404,0.6177064180374146,-0.2302234917879104,0.5839505195617676,0.5070973038673401,-0.2541044354438782,0.4344410300254822,0.4340787529945373,-0.2764558494091034,0.6920263767242432,0.4552763700485229,-0.1226392611861229,0.7156491279602051,0.3046098947525024,-0.1808417439460754,0.712070643901825,0.2139240056276321,-0.2353267967700958,0.702876091003418,0.1283061504364013,-0.2790108323097229,0.5710781812667847,0.435765653848648,-0.0911163762211799,0.5931503772735596,0.2671021223068237,-0.1454712748527526,0.5996097326278687,0.1661827564239502,-0.208777442574501,0.6043027639389038,0.0764828622341156,-0.2557451725006103,0.4513393044471741,0.4469426870346069,-0.0781129449605941,0.4623138010501861,0.2958090901374817,-0.1703856289386749,0.47818124294281,0.2046602368354797,-0.2524080276489258,0.4853467941284179,0.1248583197593689,-0.3055149018764496,0.3280308842658996,0.4840574860572815,-0.0782244056463241,0.3399550914764404,0.3716959357261657,-0.177481397986412,0.3957302868366241,0.3967416882514953,-0.2062046378850937,0.4370302259922027,0.4453001618385315,-0.2186014503240585
Zah,0.2797854542732239,0.8290812373161316,7.43445298212464e-07,0.3945583701133728,0.693192720413208,-0.0091200144961476,0.4025502204895019,0.5748957991600037,-0.055993728339672,0.4178543090820312,0.4869230687618255,-0.1182313710451126,0.4484287202358246,0.399518221616745,-0.1777500063180923,0.1804744601249694,0.4885509014129638,-0.0785555765032768,0.1983731985092163,0.3629506826400757,-0.1862338781356811,0.2106241136789322,0.2691353559494018,-0.2563695907592773,0.2123571783304214,0.1906859576702118,-0.3044787049293518,0.1047658175230026,0.5329136848449707,-0.1354874819517135,0.3048907518386841,0.4446798264980316,-0.2793381214141845,0.4376106560230255,0.5186482071876526,-0.306397408246994,0.4821637868881225,0.5836716890335083,-0.2999788224697113,0.091800220310688,0.5986582636833191,-0.1966121643781662,0.3163297176361084,0.5330668091773987,-0.3207471370697021,0.3939498364925384,0.6162722110748291,-0.2786836326122284,0.3726574182510376,0.673082709312439,-0.2263523340225219,0.1134133040904998,0.6689759492874146,-0.2619428336620331,0.3300256431102752,0.6195129156112671,-0.3376294076442718,0.3806132674217224,0.6698012351989746,-0.3038508892059326,0.3408792316913605,0.7106238007545471,-0.2650698721408844
Heh,0.7527431845664978,0.5857715606689453,-2.445839584197529e-07,0.8025997877120972,0.5565281510353088,-0.0279542058706283,0.822282075881958,0.5126939415931702,-0.04157030954957,0.7951074838638306,0.4763942062854767,-0.0555903948843479,0.7550802826881409,0.4510034024715423,-0.0675935968756675,0.8217080235481262,0.4558688700199127,-0.010824492201209,0.835116982460022,0.4068216979503631,-0.041885819286108,0.8235588669776917,0.4084568619728088,-0.0705514401197433,0.8126915097236633,0.4288250803947449,-0.0872168689966201,0.7764785289764404,0.4494082033634186,-0.0116603570058941,0.7804745435714722,0.3879753649234772,-0.0407013930380344,0.7716990113258362,0.3966182470321655,-0.069481261074543,0.770868718624115,0.4211850464344024,-0.086677148938179,0.731696367263794,0.4553714394569397,-0.0173072461038827,0.7277768850326538,0.3981700837612152,-0.0405833646655082,0.7289558053016663,0.4007493257522583,-0.0646111965179443,0.7364956736564636,0.4233974814414978,-0.0796611756086349,0.6912769079208374,0.4738965630531311,-0.0254815779626369,0.6950470209121704,0.4457550942897796,-0.0424438901245594,0.7055836319923401,0.4378328621387481,-0.0578787587583065,0.7198125123977661,0.4427834749221802,-0.0693011060357093
space,0.5008920431137085,0.7529721260070801,5.483590825861029e-07,0.4982853531837463,0.6379348635673523,0.0461753532290458,0.4731909036636352,0.574499249458313,0.0658815428614616,0.4655771851539612,0.5130437612533569,0.0665027350187301,0.4449925422668457,0.4591989517211914,0.0661729872226715,0.2553183436393738,0.6247850060462952,0.1135843470692634,0.1252243369817733,0.641682505607605,0.1244966089725494,0.0970853567123413,0.5853812098503113,0.1188383921980857,0.0905469805002212,0.5335789918899536,0.1149668395519256,0.2397871911525726,0.631127119064331,0.0750332996249198,0.0971742123365402,0.6376898288726807,0.0871482565999031,0.073861613869667,0.5616602301597595,0.0760107338428497,0.0905102044343948,0.5108162760734558,0.0686569660902023,0.234333261847496,0.6347772479057312,0.0325680263340473,0.1002283096313476,0.6356344223022461,0.0404040552675724,0.0645573735237121,0.564964771270752,0.031193682923913,0.0659978538751602,0.5155175924301147,0.0247764755040407,0.2399372905492782,0.6311123967170715,-0.0097319465130567,0.1324688196182251,0.6298296451568604,-0.0081705432385206,0.1011363118886947,0.5820333361625671,-0.0083903111517429,0.098643347620964,0.5407694578170776,-0.006688246037811
Waw,0.5764617919921875,0.2501494288444519,-1.2357403420537594e-06,0.5946575403213501,0.3616731166839599,-0.1647796034812927,0.5392402410507202,0.4867474734783172,-0.1869464367628097,0.5171186923980713,0.5947182178497314,-0.1640432626008987,0.5217756032943726,0.6782554388046265,-0.1164875999093055,0.2634835839271545,0.4244449138641357,-0.0964232310652732,0.2828855812549591,0.5897465348243713,-0.1201192438602447,0.3986022174358368,0.5707820653915405,-0.1293032318353653,0.4497528076171875,0.5154424905776978,-0.1213663518428802,0.261856734752655,0.4068770408630371,0.0123069370165467,0.2821413576602936,0.572287917137146,-0.026680139824748,0.3968264460563659,0.5476971864700317,-0.052509106695652,0.4374542534351349,0.4915551543235779,-0.051570601761341,0.2758091688156128,0.4035612344741821,0.1086807176470756,0.2988176643848419,0.545970618724823,0.0719727650284767,0.3987565636634826,0.5279921293258667,0.03460094332695,0.4267074763774872,0.4786721169948578,0.0281522348523139,0.282522588968277,0.4065146148204803,0.196728840470314,0.3063184916973114,0.5078881978988647,0.1662219166755676,0.3775309920310974,0.499750554561615,0.1362318098545074,0.4054501056671142,0.4535500407218933,0.1313102096319198
space,0.52522212266922,0.393585056066513,9.820439572649776e-08,0.5308597087860107,0.3523520827293396,-0.0201109200716018,0.5163699984550476,0.3170759081840515,-0.0357570089399814,0.5035092830657959,0.2872505784034729,-0.0522468909621238,0.5038028359413147,0.2609119117259979,-0.0685198009014129,0.4162797927856445,0.3438974916934967,-0.0183890406042337,0.3554299771785736,0.3335885107517242,-0.0406816825270652,0.3126255869865417,0.3253321349620819,-0.0591651983559131,0.2762863636016845,0.3221861124038696,-0.0719625726342201,0.4013499915599823,0.3499089777469635,-0.0234074909240007,0.3363724648952484,0.3433962166309356,-0.0451302118599414,0.2922902107238769,0.3321278691291809,-0.0614530742168426,0.2537509202957153,0.3239556849002838,-0.0721832811832428,0.3923346996307373,0.3523013591766357,-0.0313101410865783,0.3265243768692016,0.3437848091125488,-0.0502984374761581,0.2862587571144104,0.3328028321266174,-0.0588448718190193,0.2540256679058075,0.3263956606388092,-0.0623995848000049,0.3904205560684204,0.3485722243785858,-0.0418147891759872,0.3324790298938751,0.3405276834964752,-0.0545054227113723,0.2962297797203064,0.3322730660438537,-0.0565028674900531,0.2694706916809082,0.3253859877586365,-0.0564599484205246
Sad,0.4845444858074188,0.74366694688797,-1.6934689028857974e-06,0.6824691295623779,0.6761400699615479,-0.0718371048569679,0.826183557510376,0.479278028011322,-0.0777640044689178,0.8770536184310913,0.3056834042072296,-0.0822782814502716,0.8246891498565674,0.1837390810251236,-0.0676130726933479,0.7026058435440063,0.3127951622009277,-0.0127615043893456,0.7205364108085632,0.1566157042980194,-0.1204942166805267,0.7287650108337402,0.3051066696643829,-0.1527728140354156,0.7131298780441284,0.4014717042446136,-0.1455602645874023,0.5705832839012146,0.3208469748497009,-0.0104164574295282,0.5811275839805603,0.1752857565879821,-0.1368405222892761,0.6040786504745483,0.369543582201004,-0.1444975137710571,0.5930198431015015,0.4542531967163086,-0.1055186465382576,0.4340800046920776,0.3474834859371185,-0.027304844930768,0.4344474673271179,0.2305712848901748,-0.1619458049535751,0.478689432144165,0.4158573746681213,-0.110240064561367,0.4806807041168213,0.4908930659294128,-0.028294013813138,0.2863005995750427,0.3861384987831116,-0.0480148307979106,0.3005524277687073,0.2831057012081146,-0.1264723688364029,0.3468166589736938,0.4025024771690368,-0.0764586925506591,0.3530526757240295,0.4614511430263519,-0.0096967779099941
Yeh,0.5176621675491333,0.7269706130027771,-1.2669444231505622e-06,0.6370330452919006,0.7016370892524719,-0.0656120926141738,0.736705482006073,0.6291289329528809,-0.0931291431188583,0.8163558840751648,0.5642665028572083,-0.1191104352474212,0.913266897201538,0.545888364315033,-0.1323335617780685,0.6754454374313354,0.5209475159645081,-0.0506930872797966,0.7087230682373047,0.4943875968456268,-0.1257581859827041,0.6658527255058289,0.5687474608421326,-0.15256367623806,0.6393135786056519,0.6139259338378906,-0.1527795791625976,0.5914456248283386,0.5044277906417847,-0.0436951071023941,0.6159874200820923,0.4908933341503143,-0.1320424377918243,0.5870912075042725,0.5801897048950195,-0.1444653123617172,0.5775216221809387,0.6231247782707214,-0.1294111013412475,0.5101001262664795,0.5048854947090149,-0.049633152782917,0.5217083096504211,0.4947869777679443,-0.1429097205400467,0.517525315284729,0.5843047499656677,-0.1392735093832016,0.5203343629837036,0.6346775889396667,-0.1059287786483764,0.4339646697044372,0.5127751231193542,-0.059867113828659,0.4370840787887573,0.4313847124576568,-0.1096025630831718,0.4377689063549042,0.3838934898376465,-0.1129101887345314,0.4418722987174988,0.333126425743103,-0.1002241969108581
Lam,0.5263985395431519,0.9102256894111632,-6.976707709327457e-07,0.3525446653366089,0.832841694355011,-0.098349742591381,0.2550724744796753,0.6790587306022644,-0.1480185687541961,0.2091427445411682,0.5457077622413635,-0.1939007192850113,0.1371321678161621,0.4493264853954315,-0.2322956025600433,0.458606094121933,0.497965008020401,-0.0784320533275604,0.4748955368995666,0.3440523445606231,-0.1989634335041046,0.4813841581344604,0.2410925924777984,-0.2664813995361328,0.4954195916652679,0.142279714345932,-0.3038066327571869,0.5815072059631348,0.5318059921264648,-0.0763063803315162,0.631117582321167,0.4523767530918121,-0.2029653191566467,0.5652468800544739,0.5959000587463379,-0.1984817534685135,0.5378747582435608,0.6214855909347534,-0.1601104885339737,0.6947142481803894,0.5845255851745605,-0.094673290848732,0.7397812008857727,0.5248517990112305,-0.2394849509000778,0.6527634859085083,0.6520216464996338,-0.1922343075275421,0.6229714155197144,0.6664077639579773,-0.1198673471808433,0.7932752370834351,0.6464583873748779,-0.12040776014328,0.8363341689109802,0.5915607213973999,-0.2046043872833252,0.7516567707061768,0.6768684983253479,-0.1584108173847198,0.7123900055885315,0.7008187174797058,-0.1005188599228859
Al,0.4750539064407348,0.912270188331604,1.1725427384590148e-06,0.3374166488647461,0.8368008732795715,-0.0638438835740089,0.2265915274620056,0.7352774143218994,-0.1071028783917427,0.1301606893539428,0.6631279587745667,-0.1546898037195205,0.0462624728679657,0.611731231212616,-0.199230208992958,0.4349275827407837,0.5792834758758545,-0.0518435761332511,0.4416666030883789,0.4480515122413635,-0.1021866276860237,0.4444220066070556,0.3713608980178833,-0.1370412111282348,0.4489934742450714,0.3002601563930511,-0.1612693071365356,0.5263556241989136,0.5932915210723877,-0.067726120352745,0.5468523502349854,0.4521315693855285,-0.1316595524549484,0.5565606951713562,0.3639696836471557,-0.1710720509290695,0.5723732113838196,0.2888147532939911,-0.1924716234207153,0.6050092577934265,0.6373717188835144,-0.0919378995895385,0.6313403844833374,0.5595532655715942,-0.1874872893095016,0.5769175291061401,0.6522178649902344,-0.1925584226846695,0.5386348962783813,0.7230416536331177,-0.1694921255111694,0.6734731793403625,0.6983789205551147,-0.1210710927844047,0.6935062408447266,0.642719030380249,-0.1968168020248413,0.6391650438308716,0.7012201547622681,-0.1904648095369339,0.5995907783508301,0.7500460147857666,-0.168156012892723
nothing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
