x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.41137698,0.93965614,1.4283114e-06,0.5364009,0.8630153,-0.027461069,0.6006356,0.7380853,-0.05321362,0.626877,0.64952725,-0.092049375,0.5578506,0.6352433,-0.12361469,0.4807733,0.5844128,-0.025476443,0.5329665,0.47087383,-0.10155184,0.5754203,0.40378666,-0.15618086,0.6078985,0.3458975,-0.19884197,0.36606288,0.5877924,-0.07549372,0.3889755,0.4375244,-0.17857537,0.48816288,0.36821333,-0.23079373,0.566252,0.3201174,-0.2561401,0.2833073,0.6374394,-0.13267322,0.4128856,0.5309796,-0.24882455,0.4918561,0.6268606,-0.24352239,0.49576584,0.6894838,-0.2166222,0.2597771,0.7131523,-0.19567722,0.45469576,0.7062587,-0.29637548,0.49451247,0.7704882,-0.30713886,0.45696098,0.8031769,-0.29890257,Zain
0.33262762,0.5213065,4.3443399e-07,0.47566828,0.44583833,0.037026763,0.52304703,0.3706902,0.045265604,0.56858116,0.32091653,0.035851024,0.6049451,0.28764558,0.027524458,0.39079955,0.27375528,0.054674182,0.5515776,0.26575017,0.019253932,0.64683354,0.28423852,-0.016883224,0.7287251,0.30085257,-0.04380688,0.37265807,0.27410182,0.008512124,0.5642105,0.26667297,-0.042543422,0.66911125,0.2961188,-0.07847498,0.75309,0.32594627,-0.096135594,0.3736984,0.2917754,-0.040356904,0.5605924,0.28319588,-0.09035477,0.6681138,0.3086086,-0.113221854,0.74564886,0.33048645,-0.118738115,0.39080682,0.3194915,-0.087821476,0.5361268,0.30248493,-0.12461382,0.619097,0.3163224,-0.13497794,0.68459946,0.3292889,-0.13578005,Hah
0.37089992,0.7395381,3.36654e-07,0.54292774,0.5996283,0.036359534,0.5940448,0.46109504,0.03806664,0.63152915,0.36808744,0.021511324,0.6634588,0.2955456,0.005691191,0.42413086,0.30080545,0.036703706,0.61395884,0.26228085,-0.00972457,0.72929883,0.2704938,-0.052548487,0.82510567,0.28103828,-0.08574387,0.38965413,0.3090343,-0.01614422,0.6186356,0.2639181,-0.075537644,0.7497382,0.2825902,-0.113509886,0.85737115,0.30214572,-0.1347729,0.38153148,0.34967932,-0.0717007,0.6043175,0.29603925,-0.13027655,0.7422539,0.30373242,-0.1508949,0.8485179,0.31065318,-0.15751241,0.40128943,0.41609588,-0.12632518,0.5630146,0.34771168,-0.17262103,0.6633518,0.32598576,-0.18550333,0.74664235,0.30537337,-0.18977253,Jeem
0.4530911,0.9022212,3.139194e-06,0.62308556,0.8667964,-0.28605688,0.68411434,0.7602494,-0.40147498,0.53153086,0.6639807,-0.46556404,0.33953643,0.5770679,-0.52904963,0.7387279,0.5375088,-0.26297697,0.7590828,0.3739639,-0.3988575,0.74795914,0.26663008,-0.5093867,0.71863085,0.16911697,-0.5889152,0.5418579,0.5239983,-0.2145399,0.58283186,0.34937257,-0.34258252,0.58901465,0.23158813,-0.44783282,0.5884969,0.12065518,-0.5078412,0.34845993,0.5511985,-0.19174322,0.36776647,0.4047805,-0.36869255,0.40383646,0.30068964,-0.49600554,0.42473033,0.1969761,-0.5708735,0.18000019,0.6114013,-0.18798286,0.24004875,0.5901548,-0.40500236,0.3196641,0.6571399,-0.47506353,0.37108737,0.7071924,-0.49504045,Theh
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nothing
0.99520355,0.71838915,1.7003315e-07,0.9227401,0.48473263,-0.029817477,0.77541494,0.30979052,-0.06737059,0.625685,0.2164304,-0.094309986,0.5171177,0.1350247,-0.12654746,0.6646019,0.45088354,-0.18046857,0.39090174,0.47103086,-0.22824387,0.25460193,0.49164763,-0.2541074,0.14107722,0.5022686,-0.2733761,0.6626912,0.60105115,-0.18760541,0.3884669,0.595149,-0.23031726,0.2258575,0.5847051,-0.24427444,0.10043907,0.5840997,-0.26396134,0.68674237,0.73781854,-0.18161812,0.51285666,0.72263914,-0.20539522,0.5558309,0.6869161,-0.17203087,0.6173069,0.6620717,-0.1532011,0.7173678,0.8466083,-0.17629479,0.593516,0.8135947,-0.18431644,0.6310313,0.7756119,-0.14225581,0.6901888,0.74621534,-0.11312506,Ghain
0.49279386,0.76075035,-2.9747156e-07,0.5909454,0.71153694,-0.09376929,0.6469298,0.62660754,-0.13838813,0.5838467,0.54504675,-0.17796952,0.48097572,0.49927613,-0.20831625,0.62548184,0.49576974,-0.036194704,0.60841775,0.39497152,-0.11333223,0.55817,0.40876254,-0.16029733,0.53974843,0.46057674,-0.17554131,0.5305483,0.50454485,-0.024450492,0.4865093,0.38920015,-0.10663737,0.46044368,0.4303457,-0.13812469,0.4732308,0.47487894,-0.13197513,0.45025906,0.52987146,-0.028739866,0.43324178,0.48433113,-0.12339154,0.45719594,0.5576268,-0.13219208,0.48726448,0.6112642,-0.10456721,0.37781715,0.5648305,-0.040621515,0.3617313,0.5138646,-0.104691416,0.38673526,0.56231344,-0.09865898,0.4172029,0.6053159,-0.072508045,Qaf
0.63131803,0.95972204,1.0133182e-06,0.7238745,0.8968197,-0.06370942,0.7613653,0.77377325,-0.11794447,0.7669836,0.6704806,-0.17462727,0.7030749,0.60952055,-0.22375448,0.54038346,0.63499576,-0.08154024,0.49562907,0.48965752,-0.16947906,0.52525884,0.39609802,-0.20951866,0.5414076,0.32611275,-0.23265663,0.44728595,0.6556629,-0.1081412,0.49693456,0.50877774,-0.2380296,0.628132,0.5624001,-0.26213184,0.67961955,0.6184794,-0.24175316,0.39582345,0.70363694,-0.14356467,0.58065045,0.67224956,-0.26892534,0.6734464,0.765526,-0.25277445,0.6568522,0.8123867,-0.20744556,0.38545895,0.7679564,-0.18551946,0.59251887,0.7853206,-0.26747018,0.64916366,0.8497425,-0.26071262,0.60262674,0.87646556,-0.23565702,Reh
0.46564865,0.9197199,1.6243852e-06,0.6427992,0.8566128,-0.10452733,0.7493737,0.77359384,-0.14582072,0.83990353,0.6740542,-0.18575837,0.9169425,0.5991802,-0.22050834,0.5753259,0.6003904,-0.012709989,0.61351323,0.4714545,-0.04981231,0.6160409,0.39615142,-0.08502292,0.59889466,0.32269764,-0.117767096,0.45990187,0.59954756,0.0037683097,0.40350196,0.48790437,-0.06450922,0.3460456,0.42137638,-0.11898008,0.28654927,0.36132157,-0.15408571,0.37282598,0.6320543,0.005864044,0.2920111,0.52850837,-0.09467353,0.32288826,0.6147999,-0.11733604,0.35796225,0.68483096,-0.10751355,0.30507493,0.68590117,-0.00073991314,0.23738343,0.63130933,-0.09584733,0.2662182,0.6902877,-0.11671141,0.3163384,0.7463739,-0.11219914,Al
0.5435104,0.8084024,5.3022904e-07,0.3957571,0.7481203,-0.03687654,0.29817057,0.6538373,-0.07672933,0.19457702,0.59154993,-0.12809697,0.10188931,0.55380845,-0.17623289,0.41650912,0.51611817,-0.02234794,0.36038774,0.42930895,-0.102415696,0.31981495,0.372939,-0.1638535,0.2783023,0.32960388,-0.20671086,0.5031024,0.514952,-0.059661098,0.49405074,0.3729533,-0.18381144,0.40976238,0.32479492,-0.25962168,0.33490297,0.3148924,-0.28890833,0.5666856,0.54261243,-0.102775976,0.43313578,0.48435026,-0.20837747,0.38694242,0.5725844,-0.20173155,0.39882588,0.63046867,-0.16589034,0.6050858,0.5881406,-0.1513666,0.45957497,0.58303905,-0.21324751,0.43929368,0.6434674,-0.19880809,0.47798783,0.6751799,-0.17122282,thal
0.405111,0.91549003,-5.2108135e-07,0.31694305,0.75221616,-0.026756164,0.33022326,0.5963633,-0.08312976,0.3396557,0.49651882,-0.14571366,0.3131637,0.39223674,-0.21641369,0.6179104,0.5105449,-0.14250432,0.59248275,0.3572675,-0.2537435,0.58570004,0.24397218,-0.33773744,0.5705852,0.1425679,-0.40083754,0.70724446,0.5782417,-0.19077918,0.4995525,0.47811985,-0.3306232,0.3011427,0.48243433,-0.37232828,0.16457462,0.47993398,-0.38678774,0.7347531,0.66948146,-0.23735198,0.45921883,0.6022461,-0.34600446,0.3956439,0.6836112,-0.2895332,0.42697975,0.7381184,-0.23233354,0.7143477,0.7627223,-0.28926075,0.48626533,0.69244796,-0.37523654,0.42563966,0.73940086,-0.337559,0.4731594,0.7732971,-0.2914185,Zah
0.50750613,0.8322098,-6.4386185e-08,0.6138972,0.784539,-0.05605901,0.6641605,0.67340815,-0.088452205,0.647442,0.5755645,-0.12143288,0.65694064,0.4988104,-0.14292577,0.5837529,0.5626268,-0.03345725,0.60156167,0.4862767,-0.119010806,0.6290623,0.45037782,-0.14733572,0.65081203,0.43292582,-0.1528897,0.49090523,0.5613987,-0.039721422,0.57216984,0.56503093,-0.13076745,0.57603365,0.6626812,-0.11964336,0.5436378,0.66283536,-0.08581862,0.42192343,0.5839593,-0.06309962,0.5152374,0.63092506,-0.16464712,0.5278257,0.7109432,-0.13490939,0.50039685,0.69097453,-0.090431474,0.36313105,0.6212816,-0.092295535,0.44757897,0.67718583,-0.1591728,0.46511665,0.73237354,-0.14836966,0.4354677,0.7178595,-0.12341828,Feh
